Rk;Player;Nation;Pos;Squad;Comp;Age;Born;MP;Starts;Min;90s;Goals;Shots;SoT;SoT%;G/Sh;G/SoT;ShoDist;ShoFK;ShoPK;PKatt;PasTotCmp;PasTotAtt;PasTotCmp%;PasTotDist;PasTotPrgDist;PasShoCmp;PasShoAtt;PasShoCmp%;PasMedCmp;PasMedAtt;PasMedCmp%;PasLonCmp;PasLonAtt;PasLonCmp%;Assists;PasAss;Pas3rd;PPA;CrsPA;PasProg;PasAtt;PasLive;PasDead;PasFK;TB;Sw;PasCrs;TI;CK;CkIn;CkOut;CkStr;PasCmp;PasOff;PasBlocks;SCA;ScaPassLive;ScaPassDead;ScaDrib;ScaSh;ScaFld;ScaDef;GCA;GcaPassLive;GcaPassDead;GcaDrib;GcaSh;GcaFld;GcaDef;Tkl;TklWon;TklDef3rd;TklMid3rd;TklAtt3rd;TklDri;TklDriAtt;TklDri%;TklDriPast;Blocks;BlkSh;BlkPass;Int;Tkl+Int;Clr;Err;Touches;TouDefPen;TouDef3rd;TouMid3rd;TouAtt3rd;TouAttPen;TouLive;ToAtt;ToSuc;ToSuc%;ToTkl;ToTkl%;Carries;CarTotDist;CarPrgDist;CarProg;Car3rd;CPA;CarMis;CarDis;Rec;RecProg;CrdY;CrdR;2CrdY;Fls;Fld;Off;Crs;TklW;PKwon;PKcon;OG;Recov;AerWon;AerLost;AerWon%;Cluster;Overall
318;Neto Borges;BRA;DF;Clermont Foot;Ligue 1;26;1996;20;20;1711;19.00;2;0.84;0.16;18.80;0.13;0.67;15.40;0.00;0.00;0.00;36.20;46.80;77.30;572.00;227.90;17.90;20.80;86.30;15.50;20.10;77.40;1.84;3.32;55.60;0.00;1.11;1.89;1.63;0.63;3.26;46.80;38.10;8.58;0.53;0.16;0.00;2.79;8.05;0.00;0.00;0.00;0.00;36.20;0.16;1.26;2.58;2.32;0.05;0.16;0.05;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;2.63;1.58;1.74;0.74;0.16;1.42;2.37;60.00;0.95;1.32;0.37;0.95;1.47;4.11;2.11;0.00;59.50;2.89;17.40;25.10;17.90;2.21;59.50;3.00;1.42;47.40;1.37;45.60;37.30;215.10;99.80;1.74;1.47;0.21;1.32;0.68;33.40;5.79;0.16;0.05;0.05;0.63;1.63;0.16;2.79;1.58;0.00;0.05;0.00;5.47;1.05;0.63;62.50;4;29.43
319;Yvandro Borges Sanches;LUX;FWMF;M'Gladbach;Bundesliga;18;2004;3;0;28;0.30;0;3.33;0.00;0.00;0.00;0.00;34.70;0.00;0.00;0.00;26.70;30.00;88.90;376.70;56.70;6.67;6.67;100.00;10.00;13.30;75.00;3.33;3.33;100.00;0.00;0.00;0.00;3.33;3.33;0.00;30.00;26.70;3.33;0.00;0.00;0.00;6.67;0.00;0.00;0.00;0.00;0.00;26.70;0.00;0.00;6.67;0.00;0.00;3.33;0.00;0.00;3.33;0.00;0.00;0.00;0.00;0.00;0.00;0.00;6.67;6.67;0.00;6.67;0.00;6.67;6.67;100.00;0.00;0.00;0.00;0.00;0.00;6.67;0.00;0.00;50.00;6.67;10.00;23.30;20.00;0.00;50.00;6.67;6.67;100.00;0.00;0.00;30.00;233.30;143.30;3.33;3.33;0.00;6.67;13.30;30.00;16.70;0.00;0.00;0.00;3.33;0.00;0.00;6.67;6.67;0.00;0.00;0.00;10.00;0.00;0.00;0.00;8;41.14
320;Sebastiaan Bornauw;BEL;DF;Wolfsburg;Bundesliga;23;1999;15;14;1137;12.60;0;0.16;0.08;50.00;0.00;0.00;10.50;0.00;0.00;0.00;45.40;54.10;83.90;867.40;321.40;15.60;17.30;89.90;25.90;28.70;90.30;3.81;7.06;53.90;0.00;0.08;1.98;0.00;0.00;2.94;54.10;51.00;3.10;1.67;0.00;0.16;0.16;0.63;0.00;0.00;0.00;0.00;45.40;0.00;0.71;0.16;0.16;0.00;0.00;0.00;0.00;0.00;0.08;0.08;0.00;0.00;0.00;0.00;0.00;0.95;0.71;0.56;0.32;0.08;0.48;0.79;60.00;0.32;1.27;0.63;0.63;1.43;2.38;4.13;0.00;63.30;8.97;32.40;28.90;2.14;0.48;63.30;0.16;0.00;0.00;0.16;100.00;37.10;161.20;83.30;0.24;0.16;0.00;0.16;0.08;40.20;0.40;0.32;0.00;0.00;0.79;0.16;0.00;0.16;0.71;0.00;0.00;0.00;4.92;2.38;1.67;58.80;3;25.18
321;Rafael BorrÃ©;COL;FWMF;Eint Frankfurt;Bundesliga;27;1995;18;4;492;5.50;2;2.00;0.55;27.30;0.09;0.33;15.00;0.00;0.18;0.18;26.00;35.30;73.70;380.70;83.30;15.10;18.20;83.00;8.00;10.70;74.60;1.64;3.09;52.90;0.36;1.45;1.64;0.55;0.18;2.55;35.30;33.30;1.82;0.18;0.00;0.18;0.73;0.18;0.18;0.00;0.00;0.00;26.00;0.18;0.73;2.73;2.18;0.00;0.36;0.00;0.00;0.18;0.55;0.36;0.00;0.18;0.00;0.00;0.00;2.55;1.82;0.55;1.27;0.73;0.00;0.91;0.00;0.91;0.73;0.18;0.55;0.36;2.91;0.73;0.00;48.50;0.91;6.91;23.50;18.70;4.91;48.40;3.27;1.64;50.00;1.45;44.40;30.20;121.80;44.00;1.45;0.91;0.73;4.00;0.91;35.30;6.73;0.36;0.00;0.00;2.18;0.91;1.64;0.73;1.82;0.00;0.00;0.00;5.09;1.45;3.27;30.80;9;47.62
322;Erik Botheim;NOR;FW;Salernitana;Serie A;23;2000;15;3;335;3.70;1;1.08;0.27;25.00;0.25;1.00;15.10;0.00;0.00;0.00;14.60;23.00;63.50;191.10;39.50;7.57;11.10;68.30;4.59;6.76;68.00;0.54;0.81;66.70;0.27;1.62;1.08;0.54;0.00;2.97;23.00;22.20;0.54;0.00;0.00;0.00;0.81;0.00;0.00;0.00;0.00;0.00;14.60;0.27;1.08;2.43;1.62;0.00;0.00;0.27;0.27;0.27;0.27;0.27;0.00;0.00;0.00;0.00;0.00;1.08;0.81;0.00;0.54;0.54;0.54;0.54;100.00;0.00;0.27;0.00;0.27;0.00;1.08;0.27;0.00;31.10;0.27;2.70;11.60;17.00;2.97;31.10;0.81;0.54;66.70;0.00;0.00;15.90;70.50;37.00;1.89;0.54;0.00;2.16;1.35;23.50;9.46;0.27;0.00;0.00;1.89;1.62;0.00;0.81;0.81;0.00;0.00;0.00;2.97;2.97;3.51;45.80;6;19.12
323;Sven Botman;NED;DF;Newcastle Utd;Premier League;23;2000;20;19;1687;18.70;0;0.59;0.21;36.40;0.00;0.00;12.40;0.00;0.00;0.00;44.20;51.50;85.80;912.80;336.50;13.20;15.10;87.20;24.50;26.70;91.60;5.99;8.34;71.80;0.00;0.37;2.09;0.05;0.00;2.41;51.50;49.90;1.28;0.91;0.00;1.12;0.00;0.16;0.00;0.00;0.00;0.00;44.20;0.32;0.16;0.75;0.59;0.00;0.00;0.16;0.00;0.00;0.05;0.00;0.00;0.00;0.05;0.00;0.00;1.28;0.75;1.07;0.21;0.00;0.64;0.91;70.60;0.27;1.44;0.75;0.70;0.96;2.25;3.58;0.05;60.90;10.10;35.30;23.00;2.83;1.82;60.90;0.00;0.00;0.00;0.00;0.00;34.00;156.20;82.80;0.32;0.21;0.11;0.27;0.00;39.40;0.16;0.05;0.00;0.00;0.48;0.37;0.05;0.00;0.75;0.00;0.00;0.00;4.81;1.98;1.02;66.10;3;25.00
324;Kenji-Van Boto;MAD;DF;Auxerre;Ligue 1;26;1996;1;1;90;1.00;0;1.00;0.00;0.00;0.00;0.00;27.00;0.00;0.00;0.00;23.00;30.00;76.70;382.00;208.00;12.00;15.00;80.00;7.00;8.00;87.50;2.00;4.00;50.00;0.00;0.00;1.00;0.00;0.00;0.00;30.00;26.00;4.00;2.00;0.00;0.00;2.00;2.00;0.00;0.00;0.00;0.00;23.00;0.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.00;1.00;1.00;0.00;0.00;1.00;2.00;50.00;1.00;0.00;0.00;0.00;1.00;2.00;1.00;0.00;36.00;2.00;11.00;17.00;8.00;1.00;36.00;0.00;0.00;0.00;0.00;0.00;25.00;154.00;90.00;2.00;2.00;0.00;1.00;0.00;25.00;7.00;0.00;0.00;0.00;1.00;1.00;0.00;2.00;1.00;0.00;0.00;0.00;3.00;1.00;0.00;100.00;2;17.06
325;KouamÃ© BotuÃ©;BFA;FWMF;Ajaccio;Ligue 1;20;2002;7;2;225;2.50;0;2.80;0.00;0.00;0.00;0.00;14.20;0.00;0.00;0.00;12.80;18.40;69.60;152.40;55.60;8.80;12.00;73.30;3.20;4.80;66.70;0.00;0.00;0.00;0.00;1.20;2.40;0.40;0.00;1.60;18.40;18.40;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;12.80;0.00;0.40;3.20;1.60;0.00;0.00;0.40;1.20;0.00;0.40;0.00;0.00;0.00;0.40;0.00;0.00;1.60;0.80;0.80;0.40;0.40;0.00;0.80;0.00;0.80;0.40;0.00;0.40;0.00;1.60;0.40;0.00;32.80;0.40;2.80;12.40;18.80;5.20;32.80;2.00;0.40;20.00;1.60;80.00;21.20;150.00;50.00;1.60;1.20;1.20;3.60;0.40;22.00;5.60;0.00;0.00;0.00;2.00;2.40;0.00;0.00;0.80;0.00;0.00;0.00;5.20;4.00;6.80;37.00;9;20.36
326;Badredine Bouanani;ALG;FWMF;Nice;Ligue 1;18;2004;4;2;177;2.00;0;1.50;0.50;33.30;0.00;0.00;20.90;0.00;0.00;0.00;31.50;40.00;78.80;478.50;80.50;16.00;17.50;91.40;13.00;14.00;92.90;1.50;4.50;33.30;1.50;2.00;1.00;1.50;0.50;3.00;40.00;37.00;2.50;0.50;0.00;0.00;4.00;1.00;1.00;0.00;0.00;0.00;31.50;0.50;1.00;3.50;3.00;0.00;0.50;0.00;0.00;0.00;1.50;1.50;0.00;0.00;0.00;0.00;0.00;0.50;0.00;0.00;0.00;0.50;0.00;1.50;0.00;1.50;1.00;0.00;1.00;0.00;0.50;0.00;0.00;49.50;0.00;5.50;24.00;21.50;4.00;49.50;6.50;4.50;69.20;2.00;30.80;36.50;262.50;107.00;3.00;2.00;2.00;1.50;2.50;38.00;8.50;0.00;0.00;0.00;1.00;0.50;0.00;4.00;0.00;0.00;0.00;0.00;5.00;0.00;1.00;0.00;4;84.34
327;Hicham Boudaoui;ALG;MF;Nice;Ligue 1;23;1999;13;9;771;8.60;0;0.47;0.23;50.00;0.00;0.00;22.50;0.00;0.00;0.00;44.10;50.50;87.30;619.40;154.00;23.80;26.90;88.70;14.40;15.80;91.20;1.86;2.79;66.70;0.12;1.16;3.49;0.58;0.00;3.14;50.50;49.70;0.70;0.58;0.23;0.00;0.81;0.12;0.00;0.00;0.00;0.00;44.10;0.12;0.81;2.44;1.98;0.00;0.12;0.00;0.12;0.23;0.23;0.23;0.00;0.00;0.00;0.00;0.00;3.72;1.63;1.86;1.63;0.23;2.33;2.67;87.00;0.35;1.51;0.23;1.28;1.98;5.70;1.05;0.00;65.10;2.33;17.60;35.50;13.00;1.28;65.10;2.56;0.58;22.70;1.74;68.20;47.20;267.80;112.90;1.40;1.98;0.23;0.93;0.70;44.40;2.67;0.35;0.00;0.00;1.05;2.33;0.00;0.81;1.63;0.00;0.00;0.00;6.98;0.70;0.81;46.20;8;36.63
328;Franci Bouebari;FRA;DF;Strasbourg;Ligue 1;19;2003;2;0;76;0.80;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;16.30;28.80;56.50;243.80;96.30;10.00;15.00;66.70;6.25;10.00;62.50;0.00;2.50;0.00;0.00;1.25;0.00;0.00;0.00;0.00;28.80;18.80;10.00;0.00;0.00;0.00;1.25;10.00;0.00;0.00;0.00;0.00;16.30;0.00;1.25;1.25;1.25;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;3.75;0.00;1.25;2.50;0.00;3.75;6.25;60.00;2.50;0.00;0.00;0.00;2.50;6.25;2.50;0.00;45.00;1.25;16.30;15.00;13.80;0.00;45.00;1.25;1.25;100.00;0.00;0.00;17.50;57.50;13.80;0.00;0.00;0.00;1.25;2.50;16.30;2.50;0.00;0.00;0.00;2.50;0.00;0.00;1.25;0.00;0.00;0.00;0.00;0.00;1.25;1.25;50.00;4;19.24
329;Sofiane Boufal;MAR;FWMF;Angers;Ligue 1;29;1993;13;9;834;9.30;4;2.26;0.97;42.90;0.10;0.22;20.80;0.43;0.22;0.22;39.80;52.40;76.00;606.80;169.20;21.80;25.70;84.90;13.30;17.30;77.00;2.69;5.38;50.00;0.32;2.90;3.23;1.08;0.11;6.02;52.40;48.00;4.19;1.18;0.43;0.65;3.98;1.08;1.72;1.08;0.00;0.00;39.80;0.22;1.40;5.59;4.09;0.32;0.43;0.11;0.65;0.00;0.65;0.32;0.11;0.00;0.00;0.22;0.00;1.51;0.97;0.75;0.43;0.32;0.32;1.29;25.00;0.97;0.65;0.00;0.65;0.54;2.04;0.11;0.00;66.00;0.11;4.62;32.00;30.60;4.09;65.80;8.28;3.76;45.50;3.98;48.10;53.40;360.30;166.00;5.05;3.44;1.83;3.01;2.04;52.50;10.10;0.32;0.11;0.11;2.15;2.15;0.22;3.98;0.97;0.11;0.00;0.00;3.87;0.11;0.97;10.00;7;72.84
330;Wassim Boullif;ESP;DFMF;Espanyol;La Liga;18;2005;4;0;74;0.80;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;5.00;6.25;80.00;105.00;53.80;2.50;2.50;100.00;0.00;0.00;0.00;2.50;3.75;66.70;0.00;0.00;0.00;0.00;0.00;0.00;6.25;6.25;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;5.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;2.50;1.25;2.50;0.00;0.00;2.50;2.50;100.00;0.00;3.75;2.50;1.25;0.00;2.50;3.75;0.00;18.80;8.75;16.30;2.50;0.00;0.00;18.80;0.00;0.00;0.00;0.00;0.00;2.50;18.80;15.00;0.00;0.00;0.00;0.00;1.25;3.75;0.00;0.00;0.00;0.00;1.25;0.00;0.00;0.00;1.25;0.00;0.00;0.00;2.50;0.00;2.50;0.00;3;33.24
331;Yassine Bounou;MAR;GK;Sevilla;La Liga;31;1991;19;19;1665;18.50;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;28.50;38.00;75.00;749.00;516.60;5.78;5.78;100.00;13.80;14.30;97.00;8.81;17.80;49.50;0.00;0.00;0.22;0.00;0.00;0.05;38.00;29.30;8.65;2.11;0.00;0.11;0.00;0.00;0.00;0.00;0.00;0.00;28.50;0.05;0.00;0.11;0.11;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.05;0.05;0.05;0.00;0.00;0.05;0.22;25.00;0.16;0.00;0.00;0.00;0.05;0.11;0.43;0.00;40.40;31.40;39.90;0.59;0.00;0.00;40.40;0.00;0.00;0.00;0.00;0.00;24.00;113.00;58.50;0.00;0.00;0.00;0.11;0.00;21.90;0.00;0.11;0.00;0.00;0.00;0.05;0.00;0.00;0.05;0.00;0.00;0.00;1.35;0.16;0.05;75.00;8;
332;IsmaÃ«lben Boura;FRA;DFFW;Lens;Ligue 1;22;2000;9;0;93;1.00;0;2.00;1.00;50.00;0.00;0.00;28.60;0.00;0.00;0.00;47.00;64.00;73.40;670.00;236.00;27.00;34.00;79.40;18.00;21.00;85.70;1.00;5.00;20.00;0.00;1.00;2.00;2.00;0.00;6.00;64.00;58.00;6.00;0.00;0.00;0.00;7.00;6.00;0.00;0.00;0.00;0.00;47.00;0.00;2.00;2.00;1.00;0.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;6.00;4.00;4.00;2.00;0.00;5.00;6.00;83.30;1.00;2.00;1.00;1.00;2.00;8.00;3.00;0.00;88.00;5.00;21.00;40.00;27.00;1.00;88.00;6.00;4.00;66.70;2.00;33.30;58.00;372.00;159.00;6.00;4.00;1.00;6.00;0.00;50.00;11.00;0.00;0.00;0.00;0.00;3.00;0.00;7.00;4.00;0.00;0.00;0.00;9.00;1.00;2.00;33.30;6;100.00
333;Mehdi Bourabia;MAR;MF;Spezia;Serie A;31;1991;22;21;1666;18.50;0;0.76;0.11;14.30;0.00;0.00;27.80;0.05;0.00;0.00;33.60;44.10;76.20;536.60;184.10;16.60;20.00;83.00;13.60;16.40;82.80;2.49;5.03;49.50;0.11;1.24;3.57;1.14;0.38;4.00;44.10;41.30;2.49;1.24;0.22;0.16;2.05;0.22;1.03;0.76;0.16;0.00;33.60;0.27;1.08;2.54;1.95;0.27;0.11;0.05;0.05;0.11;0.32;0.32;0.00;0.00;0.00;0.00;0.00;1.78;0.76;0.70;0.86;0.22;0.92;1.51;60.70;0.59;1.35;0.59;0.76;1.24;3.03;1.73;0.00;56.10;3.46;15.90;29.80;11.40;0.43;56.10;2.16;0.86;40.00;1.08;50.00;26.60;119.50;60.10;1.19;1.03;0.16;1.84;0.97;30.50;0.92;0.16;0.00;0.00;1.35;0.81;0.05;2.05;0.76;0.00;0.00;0.00;7.68;0.59;0.76;44.00;8;30.31
334;Benjamin Bourigeaud;FRA;MFFW;Rennes;Ligue 1;29;1994;21;21;1699;18.90;3;1.69;0.37;21.90;0.06;0.29;19.40;0.21;0.05;0.05;43.30;58.90;73.60;790.20;274.40;17.90;21.70;82.40;18.80;24.30;77.60;5.34;10.10;52.90;0.26;3.02;4.87;3.49;0.69;8.15;58.90;52.30;6.24;1.27;0.26;0.48;7.14;1.27;3.70;1.48;1.64;0.00;43.30;0.37;1.38;5.24;3.23;1.48;0.11;0.32;0.05;0.05;0.58;0.53;0.00;0.00;0.05;0.00;0.00;0.90;0.74;0.32;0.48;0.11;0.58;1.59;36.70;1.01;1.27;0.00;1.27;0.85;1.75;0.85;0.00;67.40;1.16;6.35;31.30;30.20;2.70;67.30;1.16;0.42;36.40;0.63;54.50;50.90;238.50;87.60;1.27;2.43;0.11;1.06;0.53;47.90;9.31;0.21;0.05;0.05;0.95;0.53;0.11;7.14;0.74;0.00;0.00;0.00;5.24;0.21;1.06;16.70;7;64.56
335;Edoardo Bove;ITA;MF;Roma;Serie A;20;2002;10;1;179;2.00;0;2.50;0.50;20.00;0.00;0.00;14.80;0.00;0.00;0.00;23.00;29.00;79.30;326.50;63.50;14.50;17.50;82.90;7.00;8.50;82.40;1.00;1.50;66.70;0.00;0.50;0.00;0.50;0.00;2.00;29.00;27.00;2.00;0.50;0.00;0.50;0.50;0.00;1.00;0.00;0.00;0.00;23.00;0.00;1.00;1.50;1.50;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;4.00;2.00;1.50;1.00;1.50;2.50;4.50;55.60;2.00;2.00;0.50;1.50;0.50;4.50;2.00;0.00;47.00;0.50;12.50;21.00;14.00;3.00;47.00;1.00;0.00;0.00;0.50;50.00;24.50;102.00;47.00;0.50;1.00;0.50;4.50;3.00;26.00;1.00;1.00;0.00;0.00;2.50;1.50;0.00;0.50;2.00;0.00;0.00;0.00;9.00;0.50;1.50;25.00;8;30.51
336;Jarrod Bowen;ENG;FWMF;West Ham;Premier League;26;1996;22;22;1970;21.90;4;2.01;0.46;22.70;0.07;0.30;16.00;0.05;0.05;0.09;16.20;25.10;64.50;264.50;81.30;8.81;10.80;81.80;5.07;6.71;75.50;1.69;4.61;36.60;0.05;1.46;1.32;0.78;0.32;2.10;25.10;21.90;3.06;0.37;0.14;0.14;4.34;0.14;2.37;2.15;0.00;0.00;16.20;0.14;1.46;2.97;1.55;0.50;0.05;0.46;0.32;0.09;0.32;0.09;0.05;0.00;0.09;0.09;0.00;1.28;0.46;0.41;0.46;0.41;0.50;1.37;36.70;0.87;1.19;0.23;0.96;0.78;2.05;0.59;0.00;36.80;0.59;4.84;12.90;19.30;4.25;36.80;2.51;0.55;21.80;1.37;54.50;20.60;151.40;53.00;2.47;1.23;1.32;2.05;1.55;22.70;6.07;0.05;0.00;0.00;0.64;1.87;0.32;4.34;0.46;0.14;0.00;0.00;3.97;0.78;1.92;28.80;9;49.14
337;Lucas BoyÃ©;ARG;FW;Elche;La Liga;26;1996;18;15;1217;13.50;1;2.00;0.59;29.60;0.04;0.13;16.30;0.07;0.00;0.07;18.40;23.50;78.20;255.90;51.00;10.60;12.20;86.70;4.67;5.70;81.80;1.26;1.56;81.00;0.15;0.89;0.89;1.04;0.30;2.30;23.50;21.00;2.44;0.00;0.07;0.22;0.59;0.00;0.00;0.00;0.00;0.00;18.40;0.00;1.19;2.37;1.70;0.00;0.30;0.07;0.22;0.07;0.37;0.30;0.00;0.00;0.00;0.00;0.07;1.41;0.67;0.37;0.59;0.44;0.74;1.19;62.50;0.44;1.63;0.30;1.33;0.59;2.00;1.70;0.00;41.60;1.93;3.56;21.80;17.30;3.63;41.60;3.70;2.00;54.00;1.63;44.00;26.40;133.60;52.50;2.30;1.26;0.96;5.93;3.19;30.00;5.78;0.22;0.07;0.00;2.30;1.93;0.59;0.59;0.67;0.00;0.00;0.00;3.56;1.19;2.00;37.20;0;21.42
338;Jayden Braaf;NED;MF;Hellas Verona;Serie A;20;2002;1;1;72;0.80;0;1.25;0.00;0.00;0.00;0.00;11.40;0.00;0.00;0.00;11.30;15.00;75.00;152.50;47.50;10.00;10.00;100.00;1.25;2.50;50.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.25;15.00;15.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;11.30;0.00;2.50;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;2.50;1.25;2.50;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;2.50;5.00;0.00;0.00;35.00;0.00;11.30;10.00;15.00;2.50;35.00;5.00;1.25;25.00;3.75;75.00;18.80;122.50;41.30;1.25;0.00;0.00;3.75;6.25;18.80;5.00;0.00;0.00;0.00;2.50;0.00;1.25;0.00;1.25;0.00;0.00;0.00;6.25;0.00;2.50;0.00;7;17.33
339;Domagoj Bradari?;CRO;DF;Salernitana;Serie A;23;1999;16;10;995;11.10;0;0.36;0.00;0.00;0.00;0.00;24.80;0.09;0.00;0.00;33.50;44.70;75.00;542.20;164.90;17.10;19.80;86.40;13.40;16.70;80.50;2.16;5.77;37.50;0.09;0.63;1.35;0.90;0.54;1.89;44.70;35.00;9.55;1.80;0.00;0.45;3.42;7.48;0.27;0.09;0.09;0.00;33.50;0.18;1.26;1.80;1.35;0.09;0.09;0.18;0.09;0.00;0.09;0.09;0.00;0.00;0.00;0.00;0.00;0.90;0.63;0.27;0.54;0.09;0.36;0.63;57.10;0.27;0.90;0.18;0.72;0.54;1.44;1.62;0.00;53.20;2.07;13.50;23.40;17.00;0.90;53.20;2.43;0.54;22.20;1.53;63.00;27.80;179.90;98.70;2.52;1.98;0.36;1.26;0.54;30.40;5.50;0.36;0.00;0.00;0.99;0.72;0.18;3.42;0.63;0.00;0.00;0.00;5.14;0.36;0.81;30.80;2;17.66
340;Bilal Brahimi;ALG;FWMF;Nice;Ligue 1;22;2000;15;3;446;5.00;3;1.80;0.80;44.40;0.33;0.75;24.10;0.00;0.00;0.00;29.80;40.20;74.10;402.40;86.80;17.20;19.80;86.90;8.20;10.80;75.90;1.40;3.60;38.90;0.40;1.60;1.20;1.40;0.80;1.60;40.20;37.40;2.80;0.60;0.20;0.40;5.60;1.00;0.80;0.20;0.20;0.00;29.80;0.00;2.00;3.00;2.40;0.40;0.00;0.00;0.20;0.00;0.40;0.40;0.00;0.00;0.00;0.00;0.00;0.60;0.20;0.20;0.40;0.00;0.00;0.60;0.00;0.60;0.60;0.00;0.60;0.60;1.20;0.00;0.00;52.20;0.20;5.00;21.00;26.80;3.40;52.20;3.00;0.60;20.00;2.20;73.30;41.60;327.00;142.80;5.00;3.00;1.00;3.20;2.00;42.00;10.80;0.00;0.00;0.00;0.40;0.60;0.80;5.60;0.20;0.00;0.00;0.00;3.40;0.20;0.40;33.30;7;62.19
341;Martin Braithwaite;DEN;FWMF;Espanyol;La Liga;31;1991;15;15;1187;13.20;5;2.12;1.06;50.00;0.18;0.36;16.40;0.08;0.00;0.00;10.60;16.50;64.20;142.30;32.60;6.97;9.32;74.80;2.20;3.71;59.20;0.68;1.14;60.00;0.08;0.45;0.83;0.45;0.08;1.89;16.50;16.20;0.23;0.00;0.00;0.15;0.91;0.00;0.00;0.00;0.00;0.00;10.60;0.08;0.83;1.67;1.06;0.00;0.08;0.30;0.23;0.00;0.30;0.15;0.00;0.00;0.15;0.00;0.00;0.61;0.08;0.15;0.23;0.23;0.30;0.53;57.10;0.23;0.53;0.00;0.53;0.23;0.83;0.45;0.00;26.10;0.38;2.50;9.70;14.20;2.88;26.10;2.12;0.61;28.60;1.06;50.00;15.00;77.70;37.10;0.98;0.91;0.45;1.82;0.76;19.20;4.70;0.15;0.08;0.00;0.76;1.59;0.53;0.91;0.08;0.00;0.00;0.00;2.05;1.67;2.35;41.50;9;45.72
342;Juan BrandÃ¡riz;ESP;DF;AlmerÃ­a;La Liga;23;1999;11;7;716;8.00;1;0.25;0.13;50.00;0.50;1.00;6.80;0.00;0.00;0.00;40.00;47.30;84.70;690.10;237.60;16.60;17.60;94.30;21.10;22.90;92.30;2.00;5.25;38.10;0.00;0.00;2.25;0.25;0.13;1.88;47.30;44.00;3.13;1.63;0.00;0.25;0.25;1.00;0.00;0.00;0.00;0.00;40.00;0.13;0.75;0.38;0.38;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.50;0.88;0.88;0.50;0.13;0.38;0.75;50.00;0.38;1.00;0.50;0.50;1.13;2.63;3.75;0.00;57.10;7.88;31.60;23.40;2.38;0.50;57.10;0.25;0.25;100.00;0.00;0.00;30.50;151.50;67.00;0.75;0.13;0.13;0.75;0.38;36.00;0.13;0.13;0.00;0.00;0.38;0.13;0.00;0.25;0.88;0.00;0.00;0.00;5.13;0.63;0.38;62.50;7;20.18
343;Julian Brandt;GER;MFFW;Dortmund;Bundesliga;26;1996;20;17;1495;16.60;6;1.33;0.66;50.00;0.27;0.55;18.20;0.06;0.00;0.00;38.90;51.40;75.50;575.20;151.70;22.30;25.40;87.70;9.82;13.10;74.80;3.86;7.35;52.50;0.24;2.83;1.99;1.39;0.18;4.34;51.40;45.40;5.72;0.72;0.18;0.48;6.45;0.48;4.40;1.81;2.05;0.12;38.90;0.30;1.08;5.00;3.25;1.20;0.24;0.12;0.12;0.06;0.60;0.36;0.18;0.06;0.00;0.00;0.00;1.08;0.72;0.12;0.60;0.36;0.42;1.08;38.90;0.66;0.66;0.00;0.66;0.60;1.69;0.12;0.06;61.40;0.24;5.90;24.80;31.80;3.13;61.40;2.95;1.51;51.00;1.33;44.90;36.50;186.90;84.40;2.29;1.45;0.90;2.17;1.27;44.20;8.31;0.06;0.00;0.00;0.30;0.66;0.30;6.45;0.72;0.00;0.00;0.00;5.30;0.42;1.02;29.20;7;63.28
